User_ID,Movies_Watched
350,"J. Edgar, Doctor Zhivago, X-Men: First Class, The Lost Boys, Terminator 3: Rise of the Machines, The Simpsons Movie, Independence Day, Cape Fear, A History of Violence, Fantastic Beasts and Where to Find Them, Hang 'Em High, The Hunger Games: Mockingjay Part 1, Leon, Sleepless in Seattle, Raging Bull, Event Horizon, Snake and Crane Arts of Shaolin, Mission: Impossible - Ghost Protocol, South Pacific, Project A Part II"
351,"2012, A.I. Artificial Intelligence, Chariots of Fire, Batman, Enter the Dragon, Rocky II, Look Who's Talking, The Dark Knight Rises, Shooter, Frost/Nixon, The Bourne Supremacy, Key Largo"
352,"Hansel & Gretel: Witch Hunters, True Grit, Home Alone, Trance, Cabaret, The Outlaw Josey Wales"
353,"Lucky Number Slevin, Bronson, Pocahontas, Aladdin, The Hunchback of Notre Dame, The Charge of the Light Brigade, Never Say Never Again, Hot Rod, The Getaway"
354,"Fatal Attraction, Finding Nemo, Birdman, Ex Machina, The Three Musketeers, Cars 2"
355,"Dragon, Casino, High Plains Drifter, Harry Potter and the Deathly Hallows - Part 2, All the President's Men, A Clockwork Orange, 1492: Conquest of Paradise, The Wild Bunch, Outbreak, Up, Rush Hour 3, This Means War, My Big Fat Greek Wedding, Star Trek: Generations, Die Hard 2"
356,"Die Hard: With A Vengeance, Shooter, Lone Wolf and Cub: Baby Cart in Peril, Lincoln, Sausage Party, Down Terrace, Ride with the Devil, Life of Pi, The Color Purple, Alien 3, 9 to 5, RoboCop, Rumble in the Bronx, Outbreak, The Longest Day, G.I. Jane, The African Queen, The Bodyguard, Downfall, Chasing Amy"
357,"Whirlwind, Ocean's Eleven, WarGames, The Cannonball Run, A Better Tomorrow II, Pale Rider, The Graduate, Back to the Future Part III, Basic Instinct, Intolerable Cruelty, End of Days, The Da Vinci Code, The Deep, The Chronicles of Narnia: Prince Caspian, The Hunt For Red October, Mr. & Mrs. Smith, 3 Days to Kill, Despicable Me"
358,"Django Unchained, Poltergeist, Merantau, Transformers, The Kingdom, The Age of Innocence, Sightseers, 28 Days Later, The Assassination of Jesse James by the Coward Robert Ford, The Muppet Movie, Beverly Hills Cop"
359,"The Return of the Pink Panther, Deepwater Horizon, Innerspace, 12 Years a Slave, The Girl Who Played with Fire, Shampoo, Click, Drunken Master, A Place in the Sun, Catch Me If You Can, Ip Man 3, Batman, Apollo 13, The Punisher, King Solomon's Mines, Talladega Nights: The Ballad of Ricky Bobby, GoldenEye, Toy Story 2"
360,"How the Grinch Stole Christmas, The Three Musketeers, Lady and the Tramp, Air Force One, Clash of the Titans"
361,"Junior, Man of Steel, The Bourne Ultimatum, Police Story 2, Ransom, Taken"
362,"Romeo Must Die, Iron Man 2, Ong-Bak 3, Porky's, Sucker Punch, Departures, Fist of Legend, Labyrinth"
363,"Night Watch, WarGames, Air Force One, Minority Report, Down Terrace, The Flintstones, American Sniper, Passenger 57, Punch-Drunk Love"
364,"The Chronicles of Narnia: Prince Caspian, Ghostbusters, Man On Fire, Hot Shots!, Red Sonja, The Last Stand, Outland, Toy Story 3"
365,"Face/Off, Apocalypse Now, Romeo Must Die, Kingsman: The Secret Service, Around the World in 80 Days, Police Story 3: Super Cop, Hamlet, WarGames, Escape Plan, Memento, The Greatest Story Ever Told, The Revenant, The Three Musketeers, Watchmen, It's a Wonderful Life, Prometheus, Shame, Universal Soldier"
366,"Once Upon a Time in America, Moonstruck, Broken Arrow, The Theory of Everything, Close Encounters of the Third Kind, Jupiter Ascending, Sherlock Holmes: A Game of Shadows, Boogie Nights, Double Impact, Django Unchained, Point Break, When the Last Sword Is Drawn, Finding Dory, Twinkle, Twinkle Lucky Stars, The English Patient, A Streetcar Named Desire, The Matrix, Paint Your Wagon"
367,"The Greatest Story Ever Told, Zoolander 2, Unbroken, 47 Samurai, Black Death"
368,"Exodus: Gods and Kings, Pete's Dragon, The Counsellor, Red Heat, Twin Dragons, Anna Karenina, Home Alone 2: Lost in New York, John Carter, Red Sonja, The Master, The Nice Guys"
369,"Get Shorty, King Arthur, Trading Places, The Searchers, Punch-Drunk Love, From Here to Eternity, The Deep, Rambo: First Blood Part II, We Are Marshall, For Your Eyes Only, Dead Man Down, Kiss Kiss Bang Bang, Jumanji, Cinderella Man, Outlander, Suicide Squad"
370,"Dawn of the Dead, I Am Legend, My Lucky Stars, The Firm, Fantastic Beasts and Where to Find Them, Half a Loaf of Kung Fu, Planet of the Apes, Moonraker, True Grit, National Lampoon's Animal House, Godzilla, Pale Rider, Hard Boiled, 48 Hrs., Unforgiven"
371,"Once Upon a Time in China III, Under Siege, Red Heat, Hang 'Em High, A Better Tomorrow III, Ong-Bak 3, Ferris Bueller's Day Off, The Twilight Saga: Breaking Dawn - Part 1, The Imitation Game, The Beach, X-Men: First Class, How the Grinch Stole Christmas, The Ladykillers, Ocean's Eleven, The Deep"
372,"Dr. Dolittle, My Fair Lady, Grease, Warrior King 2, Magnum Force"
373,"Lone Wolf and Cub: Baby Cart in the Land of Demons, Outland, Rocky II, Watchmen, Seven, A Field in England, Honey, I Shrunk the Kids, Patton, Point Break, Fast Five, Mary Poppins, Hercules in New York, The Three Musketeers, The Eagle, The Unforgiven, King Solomon's Mines, The Magnificent Seven, Midway, The Ladykillers"
374,"Ocean's Twelve, The Wild Bunch, The Counsellor, Scott Pilgrim vs. the World, A Place in the Sun, Philadelphia, The Deep"
375,"Spies Like Us, Suicide Squad, Kelly's Heroes, Kung Fu Hustle, Shooter, Down Terrace, Star Wars: Episode III - Revenge of the Sith, Private Benjamin"
376,"RocknRolla, Miami Vice, Schindler's List, How the Grinch Stole Christmas, Sherlock Holmes: A Game of Shadows, Titanic, Das Boot, Twinkle, Twinkle Lucky Stars, Zu Warriors from the Magic Mountain, RoboCop, RoboCop, Signs, Von Ryan's Express, Shame"
377,"Stakeout, Iron Man, Dragon, The Great Escape, Outland, There's Something About Mary, Deja Vu, Watchmen, Stardust, The Fugitive, End of Days, Every Which Way but Loose, Star Trek: Generations, Lethal Weapon 2, Alien 3, Indecent Proposal, Born on the Fourth of July, Star Trek, The Twilight Saga: Breaking Dawn - Part 2, The Ten Commandments"
378,"Game of Death, The Mummy: Tomb of the Dragon Emperor, Flying Swords of Dragon Gate, Jurassic Park, Angels & Demons"
379,"Apollo 13, High Society, Chasing Amy, This Is England, X2, The Girl with the Dragon Tattoo, Star Wars: Episode V - The Empire Strikes Back, From Here to Eternity, X-Men: First Class, Flags of our Fathers, Hancock, Pretty Woman, The Lost Boys, 48 Hrs., Casino, Shame, The Terminator, The Girl Who Kicked the Hornets' Nest, The Three Musketeers, Kill Bill: Vol. 1"
380,"Basic Instinct, Strange Days, John Carter, The Transporter, Lincoln, The Hunchback of Notre Dame, The One, The Forbidden Kingdom, Shooter"
381,"Goodbye, Mr. Chips, Superman Returns, The Deep, Crimson Tide, Passenger 57, Ratatouille, King Solomon's Mines, The Black Dahlia, Thor"
382,"The Girl Who Kicked the Hornets' Nest, Life of Pi, The Lego Movie, The Fast and the Furious: Tokyo Drift, Innerspace"
383,"Patriot Games, Minority Report, The Birds, Thor: The Dark World, Star Trek: Nemesis, Good Morning, Vietnam, This Is England, Dead Man's Shoes, Star Wars: The Force Awakens, Murder on the Orient Express, Windtalkers, Three Men and a Baby"
384,"Raw Deal, Dirty Harry, 1492: Conquest of Paradise, There Will Be Blood, My Best Friend's Wedding, Live and Let Die, Madagascar"
385,"The Age of Innocence, Bonnie and Clyde, Solomon Kane, Anna Karenina, The Good, the Bad and the Ugly, Madagascar 3: Europe's Most Wanted, Hercules in New York, The Counsellor"
386,"Papillon, The Aviator, Detective Dee and the Mystery of the Phantom Flame, The Dirty Dozen, Pulp Fiction"
387,"Deadpool, Jumanji, Charlie and the Chocolate Factory, Bram Stoker's Dracula, Love Story, The Outlaw Josey Wales, G.I. Jane"
388,"Gods of Egypt, The Chronicles of Narnia: The Lion, the Witch and the Wardrobe, Thunderball, To Have and Have Not, Trading Places, Hansel & Gretel: Witch Hunters, The Longest Yard, The Pelican Brief"
389,"Captain Blood, Heartbreak Ridge, The Flintstones, Nippon tanjo, The Three Musketeers, The Matrix Revolutions, Live and Let Die, Ip Man, Zoolander, New York, New York, 12 Years a Slave, Ted 2, The Lost Boys, John Wick"
390,"Shrek 2, The Matrix, Rocky, Godzilla, A Streetcar Named Desire, Peter Pan, Mean Streets, Terminator Salvation, Romeo and Juliet, Flying Swords of Dragon Gate, Anchorman: The Legend of Ron Burgundy, John Carter, The Great Dictator, 47 Ronin, True Lies, The Adjustment Bureau, Moonraker, Smokey and the Bandit II, Spider-Man 3, The Hidden Fortress"
391,"Brokeback Mountain, Basic Instinct, Demolition Man, The Amazing Spider-Man 2, The Diary of Anne Frank, Dark Shadows, A Room for Romeo Brass, For a Few Dollars More, The Bodyguard, Casablanca"
392,"Inception, Get Shorty, Star Trek Beyond, Shark Tale, The Hunchback of Notre Dame"
393,"Reservoir Dogs, Stir Crazy, The Forbidden Kingdom, It's a Mad, Mad, Mad, Mad World, Lone Survivor, Jaws 2, East of Eden, Seven Samurai, Rush"
394,"Frozen, Once Upon a Time in China II, E.T.: The Extra-Terrestrial, The Fifth Element, 12 Years a Slave, The Magnificent Seven, Porky's"
395,"Quantum of Solace, Ip Man, Hellboy, Moulin Rouge, Universal Soldier, The Outlaw Josey Wales, Deadpool, The Mask, The Flintstones, Blue Steel, Armour of God, Donnie Brasco, Unbroken, Elysium"
396,"Crouching Tiger, Hidden Dragon: Sword of Destiny, Tomorrow Never Dies, Super Size Me, Invincible, Strangers on a Train, The Avengers, Dawn of the Dead, Paint Your Wagon, Alien 3, The Jewel of the Nile, Warrior King 2, Chappie, Back to the Future, The Nutty Professor, The Theory of Everything, 9 to 5, Star Trek V: The Final Frontier"
397,"Full Metal Jacket, Free Fire, Finding Nemo, Fatal Attraction, Magic Mike, Frankenstein, Tears of the Sun, City of God"
398,"The Nutty Professor, The Raid, Thor, Seven, Bee Movie, The Bourne Identity, Indiana Jones and the Kingdom of the Crystal Skull, Raw Deal, Casper, Ikiru, The Terminator, Ali, Footloose, Time Bandits, Letters from Iwo Jima"
399,"Lady and the Tramp, The Hunger Games: Mockingjay - Part 2, Blade Runner, The Twilight Saga: Eclipse, Interview with the Vampire: The Vampire Chronicles, East of Eden, Hot Shots!, Stealth, Ben-Hur, Departures, The Firm, The Matrix Reloaded, Cocktail, Miami Vice, The Vikings, Casper, Midway"
400,"Frankenstein, Assault on Precinct 13, Eyes Wide Shut, The English Patient, xXx, The King of Comedy, The Incredibles, Goodfellas, Kill List"
401,"The Master, District 13, The Age of Innocence, Snake and Crane Arts of Shaolin, Dawn of the Dead, Rush Hour 2, Aliens, Ip Man 2"
402,"Kill Bill: Vol. 1, Chariots of Fire, Bad Boys, Dark Shadows, Airport, Stir Crazy, Point Break, Rogue One: A Star Wars Story, Revenge of the Pink Panther, Annie, The Last Stand, The Shootist, JFK, Terminator Genisys, Around the World in 80 Days, How the Grinch Stole Christmas"
403,"Passenger 57, District 13: Ultimatum, Singin' in the Rain, The Girl Who Played with Fire, Space Cowboys, Grand Prix, Mr. Holland's Opus, The Age of Innocence, Rashomon, Thor, The Raid 2, Terms of Endearment, Hulk, Man on Wire, Bonnie and Clyde, The Twilight Samurai, Tora! Tora! Tora!, Saving Private Ryan, Mean Streets, Hansel & Gretel: Witch Hunters"
404,"Unbreakable, Dawn of the Planet of the Apes, Maleficent, The Mummy: Tomb of the Dragon Emperor, King Solomon's Mines, One Flew Over the Cuckoo's Nest, The Dark Knight Rises, Police Story, Goldfinger, Mad Max, Mars Attacks!, Godzilla, Jerry Maguire, Samurai Reincarnation, There's Something About Mary, The Last Samurai"
405,"Midnight Cowboy, Wayne's World, The Departed, Equilibrium, Around the World in 80 Days, How the Grinch Stole Christmas"
406,"The Fearless Hyena, Trading Places, Inglourious Basterds, Hansel & Gretel: Witch Hunters, Snatch, The Raid 2, The Deer Hunter, Jackie Brown, Straw Dogs, Despicable Me, Catch Me If You Can"
407,"Judgment at Nuremberg, Sense and Sensibility, Back to the Future Part III, War of the Worlds, Pirates of the Caribbean: Curse of the Black Pearl, Mission: Impossible - Ghost Protocol, In the Line of Fire, Solaris, Lone Wolf and Cub: Baby Cart to Hades, Sabotage, The Hidden Blade, Whirlwind, Magnum Force, Space Cowboys, Star Wars: Episode V - The Empire Strikes Back, Ex Machina, The Enforcer, Munich"
408,"King Solomon's Mines, For a Few Dollars More, The Hangover Part II, WarGames, A Better Tomorrow II, The Magnificent Seven, The Master, Madagascar 3: Europe's Most Wanted, 21 Grams, Blade, The Last of the Mohicans, Bad Santa 2, Mamma Mia!, Flashdance, Hellboy"
409,"Porky's, Unbreakable, The Parent Trap, Grease, Transporter 2, The 39 Steps, Star Trek: Nemesis, Aliens, Robin Hood, A Better Tomorrow II, The Bridge on the River Kwai, The Perfect Storm, 1492: Conquest of Paradise, The Hunchback of Notre Dame, Fantastic Beasts and Where to Find Them, Apollo 13, 28 Weeks Later"
410,"The Expendables 3, Momentum, Independence Day, The Mummy Returns, City Slickers, Oliver!, Shogun's Samurai, Open Range, Kramer vs. Kramer, The Hunger Games: Catching Fire"
411,"The Deep, RoboCop, Cliffhanger, The Smurfs, The Equalizer, Lone Wolf and Cub: Baby Cart at the River Styx"
412,"Batman & Robin, Throne of Blood, Smokey and the Bandit, Die Hard, My Best Friend's Wedding, Ice Age: Continental Drift, A Prophet, Point Break, Titanic, Cars 2, Ride with the Devil, A Field in England, One Million Years B.C., Armour of God II: Operation Condor, The 39 Steps, Old Yeller, Beverly Hills Cop II, Sully, Star Trek IV: The Voyage Home"
413,"Young Frankenstein, Inside Out, Cars 2, Indiana Jones and the Kingdom of the Crystal Skull, The Sword in the Stone, Space Cowboys"
414,"Revenge of the Pink Panther, Spider-Man 3, Miracle on 34th Street, Inception, Never Say Never Again, Philadelphia, The Gunman, O Brother, Where Art Thou?, Stir Crazy, Monty Python and the Holy Grail, The Lord of the Rings: Return of the King, Training Day, The Last Samurai"
415,"A Room for Romeo Brass, Four Weddings and a Funeral, Dawn of the Dead, Porky's, Amelie, The Parent Trap, Body of Lies"
416,"Ocean's 11, Ice Age: Dawn of the Dinosaurs, Batman & Robin, The Danish Girl, Watchmen, Labyrinth, Looper, Saturday Night Fever, Jaws 2, WarGames, The Lost World: Jurassic Park, Close Encounters of the Third Kind, The Bodyguard, The Alamo, Rambo: First Blood Part II, Captain America: The Winter Soldier, Dragon Fist, A Hard Day's Night, Man On Fire, The Tale of Osaka Castle"
417,"Shanghai Knights, The Bridge on the River Kwai, Independence Day, Psycho, Finding Dory, Hannibal, Road to Perdition, Assault on Precinct 13, High Society"
418,"Junior, The Bourne Supremacy, Miracle on 34th Street, RoboCop, Monty Python and the Holy Grail, High-Rise, Hannibal, Around the World in 80 Days, Twilight"
419,"Catwoman, The Big Lebowski, Jurassic World, Around the World in 80 Days, Meet the Parents, Silence, Shutter Island, xXx, Pete's Dragon, The Long Kiss Goodnight, The Expendables 3, Point Break, Letters from Iwo Jima"
420,"Dawn of the Planet of the Apes, Pete's Dragon, North by Northwest, Deepwater Horizon, Chocolat, Annie Get Your Gun, East of Eden, The Chronicles of Narnia: The Lion, the Witch and the Wardrobe, A.I. Artificial Intelligence, This Is England, 21 Grams, Star Wars: The Force Awakens, Out Of Africa, High-Rise, Despicable Me 2, The NeverEnding Story, The Muppet Movie"
421,"Jurassic Park, Fargo, Man On Fire, Sabotage, The Charge of the Light Brigade, Kung Fu Panda, The Misfits"
422,"The Rock, A Knight's Tale, Seven Swords, Star Wars: Episode VI - Return of the Jedi, Pumping Iron, The Expendables 3, Look Who's Talking, RoboCop, A Place in the Sun, The 39 Steps, It's a Mad, Mad, Mad, Mad World, X-Men: First Class"
423,"The Amazing Spider-Man 2, My Fair Lady, Commando, An Officer and a Gentleman, From Dusk Till Dawn, Armageddon, Mr. Holland's Opus, The Hobbit: An Unexpected Journey, Transformers: Age of Extinction, Shampoo, Final Fantasy: The Spirits Within, Giant, The Simpsons Movie, Any Which Way You Can, King Kong, 101 Dalmatians, Young Guns, Straw Dogs, Constantine, Full Metal Jacket"
424,"Cyborg, Austin Powers: The Spy Who Shagged Me, A Farewell to Arms, This Is England, Cross of Iron, The Incredible Hulk, Casino, Sleepless in Seattle, The Return of the Musketeers, Slumdog Millionaire"
425,"JFK, Ran, Sin City: A Dame to Kill For, Cowboys & Aliens, Invincible, For a Few Dollars More"
426,"Ong-Bak 3, Eyes Wide Shut, Godzilla, Raw Deal, Indiana Jones and the Last Crusade, Prometheus, A Life Less Ordinary, Project A, Some Like It Hot, The Absent-Minded Professor, To Kill a Mockingbird, Grand Prix, The Spy Who Loved Me, Under Siege"
427,"Dead Poets Society, Gremlins, Basic Instinct, Blade: Trinity, Twinkle, Twinkle Lucky Stars, Wheels on Meals, The Mask, Fong Sai-yuk II, Apocalypto, The Good, the Bad and the Ugly, Airport, True Grit, Mission: Impossible - Ghost Protocol, Hot Rod, Sausage Party, Old Yeller, American Sniper, Giant, Tora! Tora! Tora!, Evan Almighty"
428,"Unleashed, Finding Nemo, Ichi the Killer, The Outlaw Josey Wales, Looper, Cocktail, The Big Lebowski, Jason Bourne, Kingsman: The Secret Service, Anna Karenina, A Fistful of Dynamite"
429,"X-Men, Smokey and the Bandit, Home Alone, The Nice Guys, Meet the Fockers, Rocky, Apocalypto, Sanjuro, The Big Lebowski"
430,"13 Assassins, The Usual Suspects, Raiders of the Lost Ark, Mothra vs. Godzilla, Hancock"
431,"Burn After Reading, Gremlins 2: The New Batch, Judgment at Nuremberg, Hancock, Lethal Weapon 4, Mad Max 2, The Princess Bride, The Age of Innocence, Mission: Impossible - Rogue Nation, Planet of the Apes, Slumdog Millionaire, The Fearless Hyena, Titanic, Flags of our Fathers, Viva Zapata!, The Departed, Kiss of the Dragon, The Killers"
432,"Lincoln, Honey, I Shrunk the Kids, Silence, Jaws, Once Upon a Time in China, Shampoo, No Country for Old Men, Once Were Warriors, Red Sonja, Hot Rod"
433,"Ghostbusters, Thelma & Louise, Close Encounters of the Third Kind, Blade II, The Rock, Ice Age, Seven Swords, Lucky Number Slevin"
434,"Unforgiven, Harry Potter and the Chamber of Secrets, Julius Caesar, Goodbye, Mr. Chips, Time Bandits, Lethal Weapon 2, Windtalkers"
435,"Godzilla, Octopussy, The Seventh Seal, National Lampoon's Animal House, Cape Fear, Fast & Furious 6, Snake and Crane Arts of Shaolin, The Shootist, Men in Black II, Jason Bourne, American History X, High Plains Drifter, Snatch, Coogan's Bluff, Boogie Nights, Apollo 13, Ice Age, The Girl Who Kicked the Hornets' Nest"
436,"Ghostbusters, From Here to Eternity, The Godfather Part II, Easy Rider, Catch Me If You Can, The Chronicles of Narnia: The Lion, the Witch and the Wardrobe, Shooter, Pirates of the Caribbean: At World's End"
437,"Mallrats, The Twilight Saga: Eclipse, District 13, Evan Almighty, The Terminal, Gremlins 2: The New Batch, The Second Best Exotic Marigold Hotel, Talladega Nights: The Ballad of Ricky Bobby, Mutiny on the Bounty, Arthur"
438,"Maggie, Moonraker, Now You See Me, The Jewel of the Nile, The Birds, Schindler's List, The Dark Knight Rises, Police Story, Ice Cold in Alex, Charlie Wilson's War, Fargo"
439,"Moana, The Killers, Bronson, The Mermaid, Silence, Hot Fuzz, Broken Arrow, Godzilla, New York, New York, Mulan"
440,"Frozen, Cat on a Hot Tin Roof, Ice Age: The Meltdown, Every Which Way but Loose, Grand Prix, Prisoners, Captain America: Civil War, Police Academy, Planet of the Apes, My Best Friend's Wedding, Star Trek II: The Wrath of Khan, The Rocky Horror Picture Show, Skyfall, Winners and Sinners, The Alamo, Heartbreak Ridge, Julius Caesar, The Bridge on the River Kwai, Tomorrow Never Dies, Momentum"
441,"The Lost Boys, Sands of Iwo Jima, Happy Feet, Pirates of the Caribbean: Curse of the Black Pearl, The Young Master, Superman, Warrior King, Giant"
442,"Annie, Hulk, Fong Sai-yuk, Alien 3, Pale Rider, Bad Boys II, Total Recall, Indiana Jones and the Last Crusade, Once Were Warriors"
443,"The Towering Inferno, Brokeback Mountain, Star Trek Beyond, My Big Fat Greek Wedding, Fast & Furious 6, For a Few Dollars More, Monsters University, Warrior King 2, Looper, The Princess Bride, The Twilight Saga: Breaking Dawn - Part 1, Passengers, Throne of Blood, Hitch, Edge of Tomorrow, Wayne's World, Planet of the Apes, House of Flying Daggers, Jason Bourne"
444,"Madagascar 3: Europe's Most Wanted, Legend, Abraham Lincoln: Vampire Hunter, Raw Deal, Junior"
445,"Big, The Hidden Blade, Hamlet, Universal Soldier, Deja Vu, Gravity, Sully, Beauty and the Beast, Von Ryan's Express, The Revenant, Philadelphia, 21 Jump Street, All the President's Men, Heartbreak Ridge"
446,"Ben-Hur, Love Story, Air Force One, Sin City, Last Action Hero, The Odd Couple, Ice Age: Dawn of the Dinosaurs, The Day After Tomorrow, Drunken Master, Tears of the Sun"
447,"Blade, Invincible, 22 Jump Street, Star Wars: Episode V - The Empire Strikes Back, When the Last Sword Is Drawn, Cliffhanger, True Grit, Ran, The Second Best Exotic Marigold Hotel, Harry Potter and the Chamber of Secrets, For Whom the Bell Tolls, Willow, Romeo Must Die, Kill List, The Wolfman, Mission: Impossible - Rogue Nation, High-Rise"
448,"Flushed Away, The Amazing Spider-Man, Edge of Tomorrow, Armageddon, Twin Dragons, Airport 1975, Rocky IV, A Place in the Sun, My Fair Lady, Jack Reacher: Never Go Back, Knight and Day, Robin Hood, The Adventures of Robin Hood, Under Siege, Clash of the Titans"
449,"Kingdom of Heaven, Mission: Impossible - Ghost Protocol, Willow, Maleficent, Night of the Living Dead, The Departed, The Magnificent Seven, Final Fantasy: The Spirits Within, Hot Shots!, Mesrine Part 1: Killer Instinct, Die Another Day, The Seventh Seal, Superman Returns, Fargo, The Hurt Locker, Deliverance, Godzilla, The Seventh Veil"
450,"Thunderball, Oklahoma!, How the West Was Won, Warrior King 2, Harry Potter and the Deathly Hallows - Part 1, Harry Potter and the Chamber of Secrets, The Big Lebowski, Fight Club, The Searchers, Cabaret, The Living Daylights, Who Framed Roger Rabbit?, Pete's Dragon, What Women Want"
451,"The Long Kiss Goodnight, The Golden Child, MASH, Kickboxer, The Grapes of Wrath, Eyes Wide Shut, Sabotage, The Lord of the Rings: Fellowship of the Ring, Mars Attacks!, Now You See Me, The Martian, Angels with Dirty Faces, Ocean's Twelve, Around the World in 80 Days, Ex Machina, Total Recall, Beverly Hills Cop II, End of Days, King Kong, Enemy of the State"
452,"Gremlins 2: The New Batch, Unbreakable, Centurion, Shrek 2, Reservoir Dogs, Deep Impact, Underworld, Trading Places, Project A Part II, Throne of Blood, Chasing Amy"
453,"Centurion, Dawn of the Planet of the Apes, Sucker Punch, The Mummy Returns, Skyfall, On Her Majesty's Secret Service, North by Northwest, Men in Black 3"
454,"Guardians of the Galaxy, Exodus: Gods and Kings, Sherlock Holmes: A Game of Shadows, Harry Potter and the Goblet of Fire, The Big Lebowski"
455,"The Last Temptation of Christ, Frankenstein, Thor: The Dark World, Master and Commander: The Far Side of the World, Black Death, Airplane!, Armour of God, Around the World in 80 Days, Hugo, Conan the Destroyer, G.I. Jane, The League of Gentlemen's Apocalypse, Cape Fear"
456,"Oliver!, Superman II, The Twilight Saga: New Moon, The Jungle Book, The Hangover, Assault on Precinct 13"
457,"The Naked Gun: From the Files of Police Squad!, Hot Rod, All the President's Men, The Matrix Revolutions, Catch Me If You Can, Underworld: Awakening, The Untouchables, The Great Escape, Samurai III: Duel at Ganryu Island, Pumping Iron, Kung Fu Panda, The Graduate, The Equalizer, The Terminal"
458,"I, Robot, A History of Violence, Mission: Impossible - Rogue Nation, Independence Day: Resurgence, Star Wars: The Force Awakens, Bill & Ted's Excellent Adventure, 28 Weeks Later, Now You See Me, Happy Feet, I Am Legend, Shallow Grave, Sightseers, Where Eagles Dare, Gods of Egypt, Burn After Reading, Bronson, A Knight's Tale, Matchstick Men, Slumdog Millionaire, The Last Stand"
459,"The Terminator, Saving Private Ryan, Porky's, The Prestige, Superman III, Psycho, Hitch, Bee Movie, 48 Hrs., Tangled, Mars Attacks!, American History X, The Hunchback of Notre Dame, Frost/Nixon, It's a Mad, Mad, Mad, Mad World, The Hunger Games, Steve Jobs, Young Detective Dee: Rise of the Sea Dragon"
460,"Mission: Impossible - Ghost Protocol, Rocky, Anchorman: The Legend of Ron Burgundy, New York, New York, Empire of the Sun, Airport, Cabaret, The Last Stand, American Gangster, The Best Exotic Marigold Hotel, The Wizard of Oz, Stealth, Batman Forever, Guys and Dolls, Transformers, From Russia with Love, The Assassination of Jesse James by the Coward Robert Ford"
461,"Superman III, Terminator 3: Rise of the Machines, The Goonies, Warrior King, Bad Santa"
462,"Angels & Demons, Pale Rider, Innerspace, Hard Boiled, Despicable Me, Dirty Harry, U.S. Marshals"
463,"Mad Max Beyond Thunderdome, Star Trek VI: The Undiscovered Country, Bill & Ted's Bogus Journey, Cleopatra, The Misfits, True Grit, Shaun of the Dead, The Big Sleep, Stakeout, The Dark Knight Rises, There Will Be Blood, Planet of the Apes, The Pelican Brief, Smokey and the Bandit, The Searchers"
464,"The Running Man, Escape Plan, Edge of Tomorrow, A Bug's Life, Beauty and the Beast, A Better Tomorrow II, Brokeback Mountain, The Departed, Independence Day, Lethal Weapon 3, Aladdin, Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan, Point Break, The Passion of the Christ, Dirty Harry, Sucker Punch, Porky's"
465,"The Da Vinci Code, The League of Gentlemen's Apocalypse, RoboCop, The Ten Commandments, The Hunger Games, A Shot in the Dark, Ip Man 3"
466,"My Big Fat Greek Wedding, Fast Five, Private Benjamin, My Fair Lady, Harry Potter and the Goblet of Fire, The Aviator, Sherlock Holmes: A Game of Shadows, The Misfits, Point Break, The Jungle Book"
467,"Anna Karenina, Kung Fu Panda, Deliverance, Fantastic Beasts and Where to Find Them, Smokey and the Bandit, The Shining, The Four Musketeers"
468,"The Last King of Scotland, Lone Wolf and Cub: Baby Cart to Hades, The Graduate, Interstellar, Mutiny on the Bounty, Scarface, Time Bandits, The Alamo, Stargate, Trainspotting"
469,"101 Dalmatians, Harry Potter and the Goblet of Fire, Batman, The Longest Day, The Guns of Navarone, The Raid, 28 Weeks Later, The Matrix Reloaded, The 39 Steps, Collateral, Crocodile Dundee II, The Lego Movie"
470,"True Grit, Jurassic World, Once Upon a Time in China, Braveheart, Crocodile Dundee II, The Black Dahlia, Crocodile Dundee, The League of Gentlemen's Apocalypse, Samson and Delilah, District 13: Ultimatum, Any Which Way You Can"
471,"Batman v Superman: Dawn of Justice, Lone Wolf and Cub: Sword of Vengeance, Guys and Dolls, Saturday Night Fever, Passengers, 2012, The Girl with the Dragon Tattoo, Police Story 3: Super Cop, Ip Man 3, Harry Potter and the Prisoner of Azkaban"
472,"City of God, Tangled, Flying Swords of Dragon Gate, The Ladykillers, The Master, Dawn of the Dead, The Wizard of Oz, Leon, Moulin Rouge, Shame, Seven Swords"
473,"Lock, Stock and Two Smoking Barrels, Charlie Wilson's War, Ice Age: Continental Drift, The Assassination of Jesse James by the Coward Robert Ford, The Big Boss, Ben-Hur, Detective Dee and the Mystery of the Phantom Flame, Passenger 57, How the West Was Won, Smokey and the Bandit II, Pumping Iron, Drive, Flushed Away"
474,"The Beach, Sabotage, Star Trek VI: The Undiscovered Country, Man of Steel, The Absent-Minded Professor, The Twilight Samurai, Scarface, Watchmen"
475,"Burn After Reading, Jurassic Park III, Sabotage, Lincoln, Madagascar"
476,"Scarface, Lock, Stock and Two Smoking Barrels, The Expendables 3, Solaris, Swiss Family Robinson, Enter the Dragon, Julius Caesar, Minions"
477,"Birdman, The Bourne Ultimatum, The Outlaw Josey Wales, Goldfinger, Anna Karenina, Once Were Warriors, Raiders of the Lost Ark, Cabaret, 10, Gran Torino"
